name,ingredients
"Маффины ""Мои любимые""","{'Сметана': '1 стак.', 'Мука пшеничная': '2 стак.', 'Сахар': '1 стак.', 'Яйцо куриное': '2 шт', 'Сода гашеная уксусом': '1 ч. л.', 'Ванильный сахар': '1 пакет.', 'Изюм': '200 г'}"
Ригатони по-милански,"{'Паста': '0.5 упак.', 'Томатная паста': '1 упак.', 'Сливки': '100 г', 'Пармезан': '100 г', 'Лук репчатый': '1 шт', 'Бекон': '1 упак.', 'Базилик': '1 пуч.', 'Масло оливковое': '50 мл', 'Чеснок': '3 зуб.'}"
Пирог с крыжовником и грецкими орехами,"{'Мука пшеничная': '150 г', 'Масло сливочное': '100 г', 'Сахар коричневый': '200 г', 'Вода': '100 мл', 'Крыжовник': '500 г', 'Крахмал картофельный': '50 г', 'Орехи грецкие': '100 г', 'Белок яичный': '2 шт', 'Сахар': '100 г'}"
Свинина в соляном панцире,"{'Свинина': '700 г', 'Специи': '2 упак.', 'Чеснок': '3 зуб.', 'Соль': '700 г'}"
Ликер земляничный,"{'Земляника': '1 кг', 'Сахар': '1 кг', 'Вода': '0.5 л', 'Водка': '0.5 л'}"
"Блины ""Три наслаждения""","{'Яйцо куриное': '3 шт', 'Масло растительное': '3 ст. л.', 'Сахар': '3 ст. л.', 'Ванильный сахар': '1 ч. л.', 'Мука пшеничная': '300 г', 'Сода': '0,5 ч. л.', 'Масло сливочное': '50 г', 'Соль': '0,5 ч. л.', 'Молоко': '1 л', 'Сыр твердый': '200 г', 'Банан': '2 шт', 'Молоко сгущенное': '1 бан.'}"
"Горячее ""Постный горшочек""","{'Грибы': '300 г', 'Фасоль': '300 г', 'Картофель': '150 г', 'Лук репчатый': '1 шт', 'Масло подсолнечное': '50 г'}"
"Шашлык ""Мцвади"" на мангале","{'Свинина': '3 кг', 'Лук репчатый': '5 шт', 'Соль': '3 ст. л.', 'Перец черный': '35 шт', 'Лист лавровый': '10 шт', 'Уксус': '5 ст. л.', 'Соус': '5 ст. л.'}"
Уха из налима,"{'Суповой набор': '500 г', 'Субпродукты': '500 г', 'Ерш': '500 г', 'Перец чили': '1 шт', 'Щука': '1 шт', 'Налим': '1,8 кг', 'Лук репчатый': '3 шт', 'Лист лавровый': '2 шт', 'Соль': 'по вкусу', 'Перец белый': 'по вкусу', 'Картофель': '4 шт', 'Лук зеленый': '1 пуч.'}"
Простой вишнeвый пирог,"{'Мука пшеничная': '600 г', 'Масло сливочное': '250 г', 'Яйцо куриное': '4 шт', 'Сметана': '200 г', 'Сахар': '2 стак.', 'Разрыхлитель теста': '1 ст. л.', 'Вишня': '1 кг', 'Крахмал': '1 ст. л.'}"
Лосось запеченный с яблоками,"{'Лосось': '200 г', 'Яблоко': '2 шт', 'Сок лимонный': '2 ст. л.'}"
Йогуртовый соус со шпинатом,"{'Йогурт': '100 г', 'Шпинат': '50 г', 'Чеснок': '1 зуб.'}"
Французский королевский пирог и четыре его варианта,"{'Тесто слоеное': '2 кг', 'Яйцо куриное': '7 шт', 'Сахар коричневый': '350 г', 'Масло сливочное': '245 г', 'Желток яичный': '2 шт', 'Мука пшеничная': '3 ст. л.', 'Фисташки': '100 г', 'Ананас': '60 г', 'Стружка кокосовая': '60 г', 'Миндаль': '250 г', 'Малина': '125 г', 'Смородина черная': '125 г', 'Молоко': '4 ст. л.', 'Фасоль': '4 ст. л.'}"
"Салат ""Зимняя сладкоежка""","{'Масло оливковое': '20 г', 'Яблоко': '100 г', 'Капуста белокочанная': '200 г', 'Морковь': '100 г', 'Сахар': '8 г'}"
Варенье из киви и лимонов,"{'Киви': '500 г', 'Лимон': '500 г', 'Сахар': '400 г'}"
Селёдочный паштет с яйцом и огурцом,"{'Сельдь': '150 г', 'Яйцо куриное': '1 шт', 'Огурец маринованный': '1 шт', 'Оливки черные': '50 г'}"
Хлеб с булгуром,"{'Дрожжи': '1 ч. л.', 'Масло растительное': '1 ст. л.', 'Молоко сухое': '1 ст. л.', 'Вода': '1 стак.', 'Мед': '1 ст. л.', 'Булгур': '0,5 стак.', 'Мука цельнозерновая': '0,5 стак.', 'Сахар': '1 ст. л.', 'Мука пшеничная': '2,5 стак.', 'Соль': '1,75 ч. л.'}"
Куриный рулет с морковью и кабачком,"{'Грудка куриная': '1 шт', 'Морковь': '1 шт', 'Кабачок': '0,5 шт', 'Сыр твердый': '2 ст. л.', 'Сыр плавленый': '2 шт', 'Приправа': '1 ч. л.', 'Масло подсолнечное': '2 ст. л.', 'Перец черный': 'по вкусу', 'Соль': 'по вкусу'}"
Спринг-роллы гриль в мультипекаре,"{'Рисовая бумага': '15 шт', 'Рис': '280 г', 'Семга': '200 г', 'Сыр творожный': '150 г', 'Укроп': '15 г', 'Масло растительное': '1 ст. л.'}"
"Хлеб ""Кислый"" по-турецки","{'Мука пшеничная': '350 г', 'Дрожжи': '10 г', 'Сахар': '2 ч. л.', 'Соль': '1 ч. л.', 'Вода': '200 мл', 'Йогурт': '50 мл', 'Масло растительное': '50 мл', 'Яйцо куриное': '1 шт', 'Кунжут': '3 г'}"
Рыбные котлеты по-восточному,"{'Фарш рыбный': '150 г', 'Лук репчатый': '1 шт', 'Соевый соус': '2 ст. л.', 'Картофель': '1 шт', 'Баклажан': '6 ломт.', 'Масло растительное': '3 ст. л.', 'Масло кунжутное': '2 ст. л.', 'Кунжут': '2 ст. л.'}"
Слоеный пирог с куриным филе,"{'Тесто слоеное бездрожжевое': '750 г', 'Филе куриное': '750 г', 'Лук репчатый': '150 г', 'Картофель': '10 шт', 'Укроп': '30 г', 'Перец черный': 'по вкусу', 'Приправа': 'по вкусу', 'Соль': 'по вкусу', 'Масло оливковое': 'по вкусу'}"
"Бутерброды ""Бантики""","{'Багет': '5 ломт.', 'Сыр сливочный': '40 г', 'Балык': '5 ломт.', 'Огурец': '10 ломт.', 'Маслины': '5 шт'}"
"Пирожные ""Чоко-пай"" по-домашнему","{'Яйцо куриное': '1 шт', 'Сахар': '110 г', 'Соль': '1 щепот.', 'Ванилин': '1 пакет.', 'Молоко': '130 мл', 'Масло сливочное': '60 г', 'Разрыхлитель теста': '5 г', 'Мука пшеничная': '200 г', 'Желатин': '5 г', 'Вода': '60 мл', 'Сливки': '100 мл', 'Шоколад молочный': '100 г'}"
Овсяный пирог с яблоком и курагой,"{'Хлопья овсяные': '2 стак.', 'Яблоко': '1 шт', 'Курага': '100 г', 'Кефир': '1 стак.', 'Яйцо куриное': '1 шт', 'Масло растительное': '1 ст. л.', 'Сода': '0,5 ч. л.', 'Разрыхлитель теста': '1 ч. л.'}"
Киш овощной,"{'Масло сливочное': '60 г', 'Мука пшеничная': '160 г', 'Яйцо куриное': '2 шт', 'Сметана': '2 ст. л.', 'Соль': 'по вкусу', 'Картофель': '1 шт', 'Морковь': '1 шт', 'Лук репчатый': '1 шт', 'Баклажан': '1 шт', 'Перец болгарский': '0.5 шт', 'Помидоры черри': '6 шт', 'Маслины': '6 шт', 'Сливки': '80 мл', 'Сыр твердый': '40 г'}"
Сырники под нежным соусом,"{'Творог': '500 г', 'Желток яичный': '3 шт', 'Сахар': '50 г', 'Мука пшеничная': '50 г', 'Соль': 'по вкусу', 'Ванилин': 'по вкусу', 'Масло сливочное': '50 г', 'Сметана': '100 г', 'Мед': '50 г'}"
Перепелки по-королевски,"{'Перепел': '5 шт', 'Бекон': '5 ломт.', 'Яблоко': '1 шт', 'Лук репчатый': '1 шт', 'Масло оливковое': '2 ст. л.', 'Печень куриная': '200 г', 'Соевый соус': '1 ст. л.', 'Мед': '1 ч. л.', 'Паприка сладкая': '1 ч. л.'}"
Тесто для макарон и пельменей,"{'Вода': '260 мл', 'Мука пшеничная': '3 стак.'}"
Свиные рёбра в глазури,"{'Ребра свиные': '1,5 кг', 'Маринад': '25 г', 'Сок морковный': '150 мл', 'Сок яблочный': '150 мл', 'Мед': '2 ст. л.', 'Соевый соус': '4 ст. л.', 'Кориандр': '1 ч. л.', 'Зира': '1 ч. л.'}"
Овощное рагу с фасолью и колбасками,"{'Лук репчатый': '1 шт', 'Морковь': '1 шт', 'Кабачок': '2 шт', 'Перец сладкий': '2 шт', 'Помидор': '5 шт', 'Фасоль консервированная': '1 бан.', 'Зелень': '1 ст. л.', 'Колбаски': '5 шт', 'Специи': 'по вкусу', 'Масло растительное': '2 ст. л.'}"
Фар Бретон с ежевикой,"{'Мука пшеничная': '250 г', 'Яйцо куриное': '5 шт', 'Ваниль': '1 шт', 'Сахар': '180 г', 'Масло сливочное': '30 г', 'Молоко': '300 мл', 'Ром': '80 мл', 'Ежевика': '150 г'}"
Запеканка из брокколи в молочном соусе с моцареллой,"{'Брокколи': '500 г', 'Мука пшеничная': '2 ст. л.', 'Молоко': '1 стак.', 'Чеснок': '2 зуб.', 'Лук зеленый': '0.5 стак.', 'Моцарелла': '2 стак.', 'Пармезан': '2 ст. л.', 'Соль': '1 ч. л.', 'Перец черный': '0.5 ч. л.', 'Петрушка': '2 ст. л.', 'Яйцо куриное': '1 шт'}"
"Салат ""Шиитаке с фунчозой""","{'Грибы': '1,5 пач.', 'Фунчоза': '400 г', 'Перец болгарский': '2 шт', 'Кунжут': '1 пач.', 'Чеснок': '3 зуб.', 'Соевый соус': '4 ст. л.'}"
Закуска из куриного филе,"{'Филе куриное': '800 г', 'Мука пшеничная': '4 ст. л.', 'Крахмал': '1 ст. л.', 'Яйцо куриное': '2 шт', 'Соль': '1 ч. л.', 'Молоко': '100 мл', 'Масло растительное': '100 г'}"
Пирог узорчатый с карамелизированными яблоками,"{'Молоко': '30 мл', 'Дрожжи': '30 г', 'Сахар': '50 г', 'Масло сливочное': '170 г', 'Сметана': '100 г', 'Мука пшеничная': '500 г', 'Яблоко': '12 шт', 'Желток яичный': '1 шт', 'Соль': '1 щепот.', 'Яйцо куриное': '1 шт'}"
Куриный суп на перловке,"{'Грудка куриная': '1 шт', 'Вода': '1,5 л', 'Морковь': '1 шт', 'Тыква': '1 ломт.', 'Лук репчатый': '1 шт', 'Чеснок': '1 зуб.', 'Крупа перловая': '50 г', 'Картофель': '1 шт', 'Аджика': '2 ч. л.', 'Томаты протертые': '2 шт', 'Лист лавровый': '1 шт', 'Соль': '1 ч. л.', 'Сахар коричневый': '0,5 ч. л.', 'Соевый соус': '1 ст. л.', 'Масло растительное': '2 ст. л.', 'Сметана': 'по вкусу', 'Корица': '1 щепот.'}"
